Action,Sequence,Data
happy,17,[0.6092938184738159 0.59403395652771 -1.0007703304290771 ... 0.0 0.0 0.0]
happy,17,[0.610968828201294 0.5981281995773315 -0.9562942385673523 ... 0.0 0.0 0.0]
happy,17,[0.6233800649642944 0.6047641038894653 -1.001246690750122 ... 0.0 0.0 0.0]
happy,17,[0.6299384832382202 0.6064360737800598 -1.0126371383666992 ... 0.0 0.0 0.0]
happy,17,[0.6308037042617798 0.6062929034233093 -1.2053595781326294 ... 0.0 0.0 0.0]
happy,17,[0.6297091245651245 0.6059505939483643 -1.3248285055160522 ... 0.0 0.0 0.0]
happy,17,[0.6293992400169373 0.6058798432350159 -1.2978789806365967 ... 0.0 0.0 0.0]
happy,17,[0.6304426789283752 0.6044864654541016 -1.2402522563934326 ... 0.0 0.0 0.0]
happy,17,[0.6300764083862305 0.5998796820640564 -1.0852769613265991 ... 0.0 0.0 0.0]
happy,17,[0.6293216347694397 0.5965691804885864 -1.0566803216934204 ... 0.0 0.0 0.0]
happy,17,[0.6276284456253052 0.5949137806892395 -1.0802879333496094 ... 0.0 0.0 0.0]
happy,17,[0.6093613505363464 0.5941684246063232 -1.0355241298675537 ... 0.0 0.0 0.0]
happy,17,[0.6094236373901367 0.5942476391792297 -1.0650408267974854 ... 0.0 0.0 0.0]
happy,17,[0.6088294982910156 0.593821108341217 -0.9854564666748047 ... 0.0 0.0 0.0]
happy,17,[0.6087203621864319 0.5940393209457397 -1.0021017789840698 ... 0.0 0.0 0.0]
happy,17,[0.6086102724075317 0.59390789270401 -1.002004623413086 ... 0.0 0.0 0.0]
happy,17,[0.6082538962364197 0.5939838290214539 -1.0004184246063232 ... 0.0 0.0 0.0]
happy,17,[0.6084505915641785 0.5940324068069458 -1.0052802562713623 ... 0.0 0.0 0.0]
happy,18,[0.6275551915168762 0.5912609100341797 -1.0873039960861206 ... 0.0 0.0 0.0]
happy,18,[0.627357542514801 0.5868749618530273 -1.1106048822402954 ... 0.0 0.0 0.0]
happy,18,[0.5662185549736023 0.5830897688865662 -0.987668514251709 ... 0.0 0.0 0.0]
happy,18,[0.5675933361053467 0.583614706993103 -0.9806323051452637 ... 0.0 0.0 0.0]
happy,18,[0.5696665048599243 0.5856835246086121 -1.0239903926849365 ... 0.0 0.0 0.0]
happy,18,[0.5707850456237793 0.5874549150466919 -1.0503736734390259 ... 0.0 0.0 0.0]
happy,18,[0.5715937614440918 0.5895731449127197 -1.0685369968414307 ... 0.0 0.0 0.0]
happy,18,[0.5719684958457947 0.590556263923645 -1.0689173936843872 ... 0.0 0.0 0.0]
happy,18,[0.5724272131919861 0.5914572477340698 -1.0785222053527832 ... 0.0 0.0 0.0]
happy,18,[0.57261723279953 0.5916251540184021 -1.1139147281646729 ... 0.0 0.0 0.0]
happy,18,[0.5728944540023804 0.5916960835456848 -1.09246027469635 ... 0.0 0.0 0.0]
happy,18,[0.5740973949432373 0.5915595889091492 -1.1570557355880737 ... 0.0 0.0 0.0]
happy,18,[0.6271816492080688 0.5853234529495239 -1.0771938562393188 ... 0.0 0.0 0.0]
happy,18,[0.5749409198760986 0.591561496257782 -1.1136431694030762 ... 0.0 0.0 0.0]
happy,18,[0.5771197080612183 0.5915663242340088 -1.1073185205459595 ... 0.0 0.0 0.0]
happy,18,[0.5772494077682495 0.5915769338607788 -1.1045968532562256 ... 0.0 0.0 0.0]
happy,18,[0.57735675573349 0.5913375020027161 -1.0837429761886597 ... 0.0 0.0 0.0]
happy,18,[0.5767542123794556 0.5912037491798401 -1.053141474723816 ... 0.0 0.0 0.0]
happy,18,[0.5763528347015381 0.5909435749053955 -1.0548213720321655 ... 0.0 0.0 0.0]
happy,18,[0.5857290029525757 0.590312123298645 -1.1213122606277466 ... 0.0 0.0 0.0]
happy,18,[0.5909856557846069 0.5888407826423645 -1.0580439567565918 ... 0.0 0.0 0.0]
happy,18,[0.594238817691803 0.5885559320449829 -1.0427930355072021 ... 0.0 0.0 0.0]
happy,18,[0.599371075630188 0.5885441899299622 -1.0864670276641846 ... 0.0 0.0 0.0]
happy,18,[0.6266957521438599 0.5843773484230042 -1.1140213012695312 ... 0.0 0.0 0.0]
happy,18,[0.6263984441757202 0.5831071138381958 -1.040767788887024 ... 0.0 0.0 0.0]
happy,18,[0.6118806004524231 0.5831744074821472 -1.0468308925628662 ... 0.0 0.0 0.0]
happy,18,[0.5978337526321411 0.5833420157432556 -1.09031343460083 ... 0.0 0.0 0.0]
happy,18,[0.5812966227531433 0.5836155414581299 -0.9791086316108704 ... 0.0 0.0 0.0]
happy,18,[0.5724892616271973 0.5830513834953308 -0.9918040037155151 ... 0.0 0.0 0.0]
happy,18,[0.5663861036300659 0.5830734968185425 -0.9920312166213989 ... 0.0 0.0 0.0]
happy,19,[0.6013282537460327 0.588786244392395 -1.0627466440200806 ... 0.0 0.0 0.0]
happy,19,[0.6007722020149231 0.5903905034065247 -0.9630646705627441 ... 0.0 0.0 0.0]
happy,19,[0.5931430459022522 0.5921099781990051 -0.9912927746772766 ... 0.0 0.0 0.0]
happy,19,[0.5868945121765137 0.591936469078064 -0.979200005531311 ... 0.0 0.0 0.0]
happy,19,[0.578018069267273 0.5928784608840942 -0.9788320660591125 ... 0.0 0.0 0.0]
happy,19,[0.5719411969184875 0.5927754044532776 -0.986626923084259 ... 0.0 0.0 0.0]
happy,19,[0.5679218173027039 0.5926812887191772 -0.9862847328186035 ... 0.0 0.0 0.0]
happy,19,[0.5683501362800598 0.5947086215019226 -0.9737067222595215 ... 0.0 0.0 0.0]
happy,19,[0.5691092014312744 0.5971962809562683 -0.9768549799919128 ... 0.0 0.0 0.0]
happy,19,[0.5694102048873901 0.5977280139923096 -0.9908739924430847 ... 0.0 0.0 0.0]
happy,19,[0.5707757472991943 0.5982829332351685 -1.0950933694839478 ... 0.0 0.0 0.0]
happy,19,[0.5742195844650269 0.5982573628425598 -1.0746673345565796 ... 0.0 0.0 0.0]
happy,19,[0.600792646408081 0.5904379487037659 -0.9903144836425781 ... 0.0 0.0 0.0]
happy,19,[0.5797086358070374 0.5982876420021057 -1.1192779541015625 ... 0.0 0.0 0.0]
happy,19,[0.5819982290267944 0.5981574654579163 -1.1084797382354736 ... 0.0 0.0 0.0]
happy,19,[0.5829983949661255 0.59732985496521 -1.0910041332244873 ... 0.0 0.0 0.0]
happy,19,[0.581969678401947 0.5969269871711731 -1.0590856075286865 ... 0.0 0.0 0.0]
happy,19,[0.5775026082992554 0.5930683016777039 -1.0190136432647705 ... 0.0 0.0 0.0]
happy,19,[0.5695773959159851 0.5885738134384155 -0.9364460110664368 ... 0.0 0.0 0.0]
happy,19,[0.5562772750854492 0.5866926908493042 -0.9586023092269897 ... 0.0 0.0 0.0]
happy,19,[0.5460757613182068 0.5864284038543701 -0.9256128072738647 ... 0.0 0.0 0.0]
happy,19,[0.5381028652191162 0.5835933685302734 -0.9356115460395813 ... 0.0 0.0 0.0]
happy,19,[0.5356214642524719 0.5832311511039734 -0.883832573890686 ... 0.0 0.0 0.0]
happy,19,[0.5988583564758301 0.5904350280761719 -0.9939924478530884 ... 0.0 0.0 0.0]
happy,19,[0.5942829251289368 0.5902395248413086 -1.0192152261734009 ... 0.0 0.0 0.0]
happy,19,[0.5934756398200989 0.5893876552581787 -1.0213876962661743 ... 0.0 0.0 0.0]
happy,19,[0.5926830768585205 0.588006317615509 -1.0229337215423584 ... 0.0 0.0 0.0]
happy,19,[0.5926767587661743 0.588071882724762 -1.0087792873382568 ... 0.0 0.0 0.0]
happy,19,[0.593543291091919 0.5907180309295654 -1.0149619579315186 ... 0.0 0.0 0.0]
happy,19,[0.5952966809272766 0.5936181545257568 -0.9861092567443848 ... 0.0 0.0 0.0]
happy,2,[0.6329472064971924 0.5908440947532654 -0.6786636114120483 ... 0.0 0.0 0.0]
happy,2,[0.6354146003723145 0.5908153653144836 -0.6466039419174194 ... 0.0 0.0 0.0]
happy,2,[0.642606258392334 0.5922247171401978 -0.7376458644866943 ... 0.0 0.0 0.0]
happy,2,[0.6427041292190552 0.5922870635986328 -0.7708268761634827 ... 0.0 0.0 0.0]
happy,2,[0.643354058265686 0.5923008322715759 -0.6941366195678711 ... 0.0 0.0 0.0]
happy,2,[0.6457440257072449 0.5923367738723755 -0.7440246343612671 ... 0.0 0.0 0.0]
happy,2,[0.6456197500228882 0.5924274921417236 -0.7554358243942261 ... 0.0 0.0 0.0]
happy,2,[0.638590395450592 0.5928031802177429 -0.7848882079124451 ... 0.0 0.0 0.0]
happy,2,[0.6229091882705688 0.5949031710624695 -0.7981568574905396 ... 0.0 0.0 0.0]
happy,2,[0.6237442493438721 0.5950114727020264 -0.7905139923095703 ... 0.0 0.0 0.0]
happy,2,[0.6359737515449524 0.6231903433799744 -0.8391934633255005 ... 0.0 0.0 0.0]
happy,2,[0.6440727710723877 0.6261453628540039 -0.9020395278930664 ... 0.0 0.0 0.0]
happy,2,[0.6372621059417725 0.5908161401748657 -0.6324189305305481 ... 0.0 0.0 0.0]
happy,2,[0.6591171622276306 0.6342326998710632 -0.9898301959037781 ... 0.0 0.0 0.0]
happy,2,[0.6658318638801575 0.6395295262336731 -0.9633426666259766 ... 0.0 0.0 0.0]
happy,2,[0.6680638194084167 0.6440751552581787 -1.1449910402297974 ... 0.0 0.0 0.0]
happy,2,[0.6663365364074707 0.6442615389823914 -1.0733968019485474 ... 0.0 0.0 0.0]
happy,2,[0.6654422879219055 0.6451917886734009 -1.1357908248901367 ... 0.0 0.0 0.0]
happy,2,[0.664932370185852 0.6468003988265991 -1.0495988130569458 ... 0.0 0.0 0.0]
happy,2,[0.6661165952682495 0.650816023349762 -1.132229208946228 ... 0.0 0.0 0.0]
happy,2,[0.6684225797653198 0.6523424386978149 -1.085431456565857 ... 0.0 0.0 0.0]
happy,2,[0.6694425344467163 0.6554291844367981 -1.110230565071106 ... 0.0 0.0 0.0]
happy,2,[0.6714125275611877 0.654779851436615 -1.1990488767623901 ... 0.0 0.0 0.0]
happy,2,[0.6384848356246948 0.5908209681510925 -0.6529107093811035 ... 0.0 0.0 0.0]
happy,2,[0.6403205990791321 0.5910167694091797 -0.6486839056015015 ... 0.0 0.0 0.0]
happy,2,[0.6409826278686523 0.5911239385604858 -0.6441231369972229 ... 0.0 0.0 0.0]
happy,2,[0.6413480043411255 0.5912098288536072 -0.7173029780387878 ... 0.0 0.0 0.0]
happy,2,[0.6413482427597046 0.5913527011871338 -0.7337841391563416 ... 0.0 0.0 0.0]
happy,2,[0.6419552564620972 0.5916318893432617 -0.7671512365341187 ... 0.0 0.0 0.0]
happy,2,[0.6423860788345337 0.5918540954589844 -0.7488032579421997 ... 0.0 0.0 0.0]
happy,20,[0.5332489013671875 0.5835172533988953 -0.8598946332931519 ... 0.0 0.0 0.0]
happy,20,[0.5488368272781372 0.5826693773269653 -0.9390891790390015 ... 0.0 0.0 0.0]
happy,20,[0.5945500135421753 0.5950958132743835 -0.980992317199707 ... 0.0 0.0 0.0]
happy,20,[0.5934323668479919 0.5950377583503723 -0.9472676515579224 ... 0.0 0.0 0.0]
happy,20,[0.5928215980529785 0.5949019193649292 -0.9816895723342896 ... 0.0 0.0 0.0]
happy,20,[0.5922736525535583 0.5952301025390625 -0.9849143028259277 ... 0.0 0.0 0.0]
happy,20,[0.5917491912841797 0.5952009558677673 -0.9569976925849915 ... 0.0 0.0 0.0]
happy,20,[0.5916205644607544 0.5952048897743225 -0.9586052894592285 ... 0.0 0.0 0.0]
happy,20,[0.5912116765975952 0.5952590703964233 -0.9593311548233032 ... 0.0 0.0 0.0]
happy,20,[0.5907341241836548 0.5954095125198364 -1.0021579265594482 ... 0.0 0.0 0.0]
happy,20,[0.5903670787811279 0.595367431640625 -0.9621949195861816 ... 0.0 0.0 0.0]
happy,20,[0.590243935585022 0.5953561663627625 -0.9814556837081909 ... 0.0 0.0 0.0]
happy,20,[0.5586908459663391 0.5823901891708374 -1.009521245956421 ... 0.0 0.0 0.0]
happy,20,[0.5899714231491089 0.5956109166145325 -1.0080089569091797 ... 0.0 0.0 0.0]
happy,20,[0.5895432829856873 0.5951398611068726 -1.0527383089065552 ... 0.0 0.0 0.0]
happy,20,[0.5894739031791687 0.5926921963691711 -1.0836427211761475 ... 0.0 0.0 0.0]
happy,20,[0.5889236927032471 0.5903290510177612 -1.0605628490447998 ... 0.0 0.0 0.0]
happy,20,[0.58777916431427 0.5884221196174622 -1.0468837022781372 ... 0.0 0.0 0.0]
happy,20,[0.5561679601669312 0.5409994721412659 -0.5914743542671204 ... 0.0 0.0 0.0]
happy,20,[0.5571110844612122 0.5410228371620178 -0.5925992727279663 ... 0.0 0.0 0.0]
happy,20,[0.5574339032173157 0.5413097739219666 -0.5757240056991577 ... 0.0 0.0 0.0]
happy,20,[0.557923436164856 0.5413731932640076 -0.5757021307945251 ... 0.0 0.0 0.0]
happy,20,[0.5579589605331421 0.5413973927497864 -0.5878294706344604 ... 0.0 0.0 0.0]
happy,20,[0.5646795630455017 0.5821590423583984 -0.9863974452018738 ... 0.0 0.0 0.0]
happy,20,[0.5655001401901245 0.5830827355384827 -0.9844681620597839 ... 0.0 0.0 0.0]
happy,20,[0.572793185710907 0.583154559135437 -0.899870753288269 ... 0.0 0.0 0.0]
happy,20,[0.5817604660987854 0.5859894156455994 -0.8446177244186401 ... 0.0 0.0 0.0]
happy,20,[0.5857571363449097 0.5868089199066162 -0.8741921186447144 ... 0.0 0.0 0.0]
happy,20,[0.5894356966018677 0.5876988768577576 -0.8854476809501648 ... 0.0 0.0 0.0]
happy,20,[0.5935382843017578 0.5926863551139832 -0.9618489146232605 ... 0.0 0.0 0.0]
happy,21,[0.5581808686256409 0.5416427850723267 -0.5868462920188904 ... 0.0 0.0 0.0]
happy,21,[0.5575242638587952 0.5415419936180115 -0.5874291658401489 ... 0.0 0.0 0.0]
happy,21,[0.5569045543670654 0.5416072607040405 -0.5887437462806702 ... 0.0 0.0 0.0]
happy,21,[0.5569465756416321 0.5416079163551331 -0.5863202810287476 ... 0.0 0.0 0.0]
happy,21,[0.5569815635681152 0.5415696501731873 -0.5950263142585754 ... 0.0 0.0 0.0]
happy,21,[0.5569809675216675 0.5416305065155029 -0.594452977180481 ... 0.0 0.0 0.0]
happy,21,[0.5565635561943054 0.5415933132171631 -0.5900337100028992 ... 0.0 0.0 0.0]
happy,21,[0.5569475293159485 0.5415947437286377 -0.5825483798980713 ... 0.0 0.0 0.0]
happy,21,[0.5567042827606201 0.541528582572937 -0.5831224322319031 ... 0.0 0.0 0.0]
happy,21,[0.5565216541290283 0.5415127873420715 -0.5853477716445923 ... 0.0 0.0 0.0]
happy,21,[0.5561302900314331 0.5411854982376099 -0.5920031070709229 ... 0.0 0.0 0.0]
happy,21,[0.5561149716377258 0.5411847829818726 -0.5782685875892639 ... 0.0 0.0 0.0]
happy,21,[0.5564588904380798 0.5415393710136414 -0.5932959318161011 ... 0.0 0.0 0.0]
happy,21,[0.5560919046401978 0.5412423610687256 -0.5819147825241089 ... 0.0 0.0 0.0]
happy,21,[0.5560155510902405 0.5412406921386719 -0.5833379030227661 ... 0.0 0.0 0.0]
happy,21,[0.5558480620384216 0.5412370562553406 -0.595820963382721 ... 0.0 0.0 0.0]
happy,21,[0.5554810762405396 0.5413482189178467 -0.5946090221405029 ... 0.0 0.0 0.0]
happy,21,[0.5553919076919556 0.5411880612373352 -0.6017988920211792 ... 0.0 0.0 0.0]
happy,21,[0.5553788542747498 0.5409695506095886 -0.5828851461410522 ... 0.0 0.0 0.0]
happy,21,[0.5547024011611938 0.5407361388206482 -0.5831645727157593 ... 0.0 0.0 0.0]
happy,21,[0.5544630289077759 0.5404672622680664 -0.5820246934890747 ... 0.0 0.0 0.0]
happy,21,[0.554275631904602 0.5404540300369263 -0.5820010900497437 ... 0.0 0.0 0.0]
happy,21,[0.5540359020233154 0.54057776927948 -0.5868292450904846 ... 0.0 0.0 0.0]
happy,21,[0.5559947490692139 0.5414873361587524 -0.593071699142456 ... 0.0 0.0 0.0]
happy,21,[0.555747389793396 0.541606068611145 -0.6015232801437378 ... 0.0 0.0 0.0]
happy,21,[0.5557253956794739 0.5416504740715027 -0.5900027751922607 ... 0.0 0.0 0.0]
happy,21,[0.5555927753448486 0.5416441559791565 -0.589128851890564 ... 0.0 0.0 0.0]
happy,21,[0.557036817073822 0.5416584610939026 -0.5787202715873718 ... 0.0 0.0 0.0]
happy,21,[0.557039737701416 0.5416128635406494 -0.5757172107696533 ... 0.0 0.0 0.0]
happy,21,[0.5569377541542053 0.5416135787963867 -0.5746579170227051 ... 0.0 0.0 0.0]
happy,22,[0.554035484790802 0.5408390164375305 -0.5810571908950806 ... 0.0 0.0 0.0]
happy,22,[0.5533351898193359 0.5407973527908325 -0.5821390151977539 ... 0.0 0.0 0.0]
happy,22,[0.5524810552597046 0.5402826070785522 -0.5843125581741333 ... 0.0 0.0 0.0]
happy,22,[0.5525368452072144 0.5404424667358398 -0.5875955820083618 ... 0.0 0.0 0.0]
happy,22,[0.5527185201644897 0.5404476523399353 -0.5889599919319153 ... 0.0 0.0 0.0]
happy,22,[0.5523824691772461 0.5404709577560425 -0.5908279418945312 ... 0.0 0.0 0.0]
happy,22,[0.5525047183036804 0.5403152704238892 -0.5901709198951721 ... 0.0 0.0 0.0]
happy,22,[0.5526787042617798 0.5403425693511963 -0.5544475317001343 ... 0.0 0.0 0.0]
happy,22,[0.552834153175354 0.5402876138687134 -0.5593730211257935 ... 0.0 0.0 0.0]
happy,22,[0.5528573393821716 0.5403957366943359 -0.5828641653060913 ... 0.0 0.0 0.0]
happy,22,[0.5528584718704224 0.5403932929039001 -0.58653724193573 ... 0.0 0.0 0.0]
happy,22,[0.5528301000595093 0.5404466986656189 -0.5683950185775757 ... 0.0 0.0 0.0]
happy,22,[0.55218905210495 0.540718138217926 -0.5805932283401489 ... 0.0 0.0 0.0]
happy,22,[0.5526710748672485 0.5404484868049622 -0.581780731678009 ... 0.0 0.0 0.0]
happy,22,[0.5521031022071838 0.5404403805732727 -0.5719226598739624 ... 0.0 0.0 0.0]
happy,22,[0.5519732236862183 0.5404344797134399 -0.5867477059364319 ... 0.0 0.0 0.0]
happy,22,[0.5519697666168213 0.5405241250991821 -0.5824616551399231 ... 0.0 0.0 0.0]
happy,22,[0.5520211458206177 0.5403539538383484 -0.5882745981216431 ... 0.0 0.0 0.0]
happy,22,[0.552075982093811 0.5402600765228271 -0.5874532461166382 ... 0.0 0.0 0.0]
happy,22,[0.5515742301940918 0.5399988889694214 -0.5875562429428101 ... 0.0 0.0 0.0]
happy,22,[0.5515695214271545 0.5400663018226624 -0.5882799625396729 ... 0.0 0.0 0.0]
happy,22,[0.5516059398651123 0.5400449633598328 -0.5935404896736145 ... 0.0 0.0 0.0]
happy,22,[0.5515051484107971 0.5399634838104248 -0.5897515416145325 ... 0.0 0.0 0.0]
happy,22,[0.5521745085716248 0.540675699710846 -0.5802155137062073 ... 0.0 0.0 0.0]
happy,22,[0.5523331165313721 0.5403764843940735 -0.5696049928665161 ... 0.0 0.0 0.0]
happy,22,[0.5523377656936646 0.5401221513748169 -0.5750550031661987 ... 0.0 0.0 0.0]
happy,22,[0.5523417592048645 0.5400825142860413 -0.5764844417572021 ... 0.0 0.0 0.0]
happy,22,[0.5523746609687805 0.540099561214447 -0.5764714479446411 ... 0.0 0.0 0.0]
happy,22,[0.5524012446403503 0.5401124954223633 -0.5778314471244812 ... 0.0 0.0 0.0]
happy,22,[0.552411675453186 0.5401419997215271 -0.5819730162620544 ... 0.0 0.0 0.0]
happy,23,[0.5514867901802063 0.5401155948638916 -0.5851777791976929 ... 0.0 0.0 0.0]
happy,23,[0.5521537065505981 0.5401126742362976 -0.6049036979675293 ... 0.0 0.0 0.0]
happy,23,[0.5529524087905884 0.5396047830581665 -0.5829628109931946 ... 0.0 0.0 0.0]
happy,23,[0.5529353618621826 0.5397369265556335 -0.5849844813346863 ... 0.0 0.0 0.0]
happy,23,[0.5529385805130005 0.5397475957870483 -0.5898287296295166 ... 0.0 0.0 0.0]
happy,23,[0.5531061887741089 0.5399155020713806 -0.5879405736923218 ... 0.0 0.0 0.0]
happy,23,[0.5529710650444031 0.5400175452232361 -0.5879380702972412 ... 0.0 0.0 0.0]
happy,23,[0.5529252290725708 0.5400248765945435 -0.5781911611557007 ... 0.0 0.0 0.0]
happy,23,[0.5528748631477356 0.5400193333625793 -0.5783488154411316 ... 0.0 0.0 0.0]
happy,23,[0.5526933670043945 0.5400254130363464 -0.6002786159515381 ... 0.0 0.0 0.0]
happy,23,[0.5527107119560242 0.5400250554084778 -0.6035016775131226 ... 0.0 0.0 0.0]
happy,23,[0.5527215600013733 0.5400259494781494 -0.6038702726364136 ... 0.0 0.0 0.0]
happy,23,[0.5521351099014282 0.5401092767715454 -0.5926386117935181 ... 0.0 0.0 0.0]
happy,23,[0.5526654124259949 0.5400277972221375 -0.6032731533050537 ... 0.0 0.0 0.0]
happy,23,[0.5523199439048767 0.540051281452179 -0.5649523138999939 ... 0.0 0.0 0.0]
happy,23,[0.55204838514328 0.5400712490081787 -0.5534933805465698 ... 0.0 0.0 0.0]
happy,23,[0.551929771900177 0.5400809049606323 -0.5758981108665466 ... 0.0 0.0 0.0]
happy,23,[0.551883339881897 0.5400846600532532 -0.5795243978500366 ... 0.0 0.0 0.0]
happy,23,[0.5518807172775269 0.5400694608688354 -0.5778674483299255 ... 0.0 0.0 0.0]
happy,23,[0.5519075393676758 0.5400572419166565 -0.5762861371040344 ... 0.0 0.0 0.0]
happy,23,[0.55190509557724 0.540144145488739 -0.5739402174949646 ... 0.0 0.0 0.0]
happy,23,[0.5523204803466797 0.5400596261024475 -0.560187041759491 ... 0.0 0.0 0.0]
happy,23,[0.551741898059845 0.5402119755744934 -0.5690212845802307 ... 0.0 0.0 0.0]
happy,23,[0.5521999001502991 0.5400693416595459 -0.5807227492332458 ... 0.0 0.0 0.0]
happy,23,[0.5527620911598206 0.5400663614273071 -0.5842729806900024 ... 0.0 0.0 0.0]
happy,23,[0.5527549982070923 0.5399040579795837 -0.5834429264068604 ... 0.0 0.0 0.0]
happy,23,[0.5528146028518677 0.5398992896080017 -0.5872693061828613 ... 0.0 0.0 0.0]
happy,23,[0.552838921546936 0.5397565960884094 -0.5865652561187744 ... 0.0 0.0 0.0]
happy,23,[0.5528505444526672 0.5398169159889221 -0.5870280265808105 ... 0.0 0.0 0.0]
happy,23,[0.5528385043144226 0.539526641368866 -0.586847186088562 ... 0.0 0.0 0.0]
happy,24,[0.5517016649246216 0.540172815322876 -0.5836723446846008 ... 0.0 0.0 0.0]
happy,24,[0.5517265200614929 0.5401833653450012 -0.5624836087226868 ... 0.0 0.0 0.0]
happy,24,[0.5519139170646667 0.540255606174469 -0.5674159526824951 ... 0.0 0.0 0.0]
happy,24,[0.551910936832428 0.5403837561607361 -0.5750226378440857 ... 0.0 0.0 0.0]
happy,24,[0.5519087910652161 0.5402597784996033 -0.5667526721954346 ... 0.0 0.0 0.0]
happy,24,[0.5518020987510681 0.5402987003326416 -0.5646093487739563 ... 0.0 0.0 0.0]
happy,24,[0.5517886877059937 0.5402027368545532 -0.5774316787719727 ... 0.0 0.0 0.0]
happy,24,[0.5518772006034851 0.5400751233100891 -0.5931524634361267 ... 0.0 0.0 0.0]
happy,24,[0.5518772602081299 0.5400826930999756 -0.5954299569129944 ... 0.0 0.0 0.0]
happy,24,[0.5518862009048462 0.5403660535812378 -0.5957372784614563 ... 0.0 0.0 0.0]
happy,24,[0.5519048571586609 0.5404279232025146 -0.5945903658866882 ... 0.0 0.0 0.0]
happy,24,[0.5520090460777283 0.5404301285743713 -0.6042780876159668 ... 0.0 0.0 0.0]
happy,24,[0.5517398118972778 0.5401976704597473 -0.5633150935173035 ... 0.0 0.0 0.0]
happy,24,[0.5520756244659424 0.5404329895973206 -0.6040249466896057 ... 0.0 0.0 0.0]
happy,24,[0.5526450872421265 0.5402687191963196 -0.5987039804458618 ... 0.0 0.0 0.0]
happy,24,[0.55271977186203 0.5402700901031494 -0.5888026356697083 ... 0.0 0.0 0.0]
happy,24,[0.5525686740875244 0.5402170419692993 -0.5882909297943115 ... 0.0 0.0 0.0]
